zone_0;zone_1;zone_2;zone_3;zone_4;zone_5;zone_6;zone_7;zone_8;zone_9;zone_10;zone_11;zone_12;zone_13;zone_14;zone_15;zone_16;zone_17;zone_18;zone_19;zone_20;zone_21;zone_22;zone_23;zone_24;zone_25;zone_26;zone_27;zone_28;zone_29;zone_30;zone_31;zone_32;zone_33;zone_34;zone_35;zone_36;zone_37;zone_38;zone_39;zone_40;zone_41;zone_42;zone_43;zone_44;zone_45;zone_46;zone_47;zone_48;x_inter;y_inter;ratio_size;label
0.0;0.0;0.02952029520295203;0.05166051660516605;0.05166051660516605;0.007380073800738007;0.0;0.0;0.02214022140221402;0.055350553505535055;0.01845018450184502;0.055350553505535055;0.01845018450184502;0.0;0.0;0.04059040590405904;0.04428044280442804;0.033210332103321034;0.05904059040590406;0.025830258302583026;0.0;0.0;0.01107011070110701;0.04059040590405904;0.04797047970479705;0.05904059040590406;0.0;0.0;0.0;0.0;0.0;0.007380073800738007;0.05904059040590406;0.0;0.0;0.0;0.0;0.014760147601476014;0.014760147601476014;0.05904059040590406;0.01107011070110701;0.0;0.0;0.0036900369003690036;0.05166051660516605;0.05904059040590406;0.04797047970479705;0.0;0.0;0.2;0.6;1.0;9_dataset_26.png
0.0;0.011976047904191617;0.03293413173652695;0.04491017964071856;0.008982035928143712;0.0;0.0;0.005988023952095809;0.04790419161676647;0.029940119760479042;0.029940119760479042;0.02694610778443114;0.03293413173652695;0.0029940119760479044;0.017964071856287425;0.04790419161676647;0.03592814371257485;0.03592814371257485;0.04491017964071856;0.04491017964071856;0.005988023952095809;0.0;0.014970059880239521;0.02694610778443114;0.03293413173652695;0.03592814371257485;0.03592814371257485;0.0;0.0;0.0;0.0;0.0;0.017964071856287425;0.04790419161676647;0.0;0.0;0.008982035928143712;0.020958083832335328;0.011976047904191617;0.03293413173652695;0.038922155688622756;0.0;0.0;0.014970059880239521;0.04491017964071856;0.04790419161676647;0.04491017964071856;0.011976047904191617;0.0;0.4;0.6;1.0;9_dataset_32.png
0.0;0.0;0.025925925925925925;0.05185185185185185;0.037037037037037035;0.003703703703703704;0.0;0.0;0.037037037037037035;0.04814814814814815;0.022222222222222223;0.044444444444444446;0.05555555555555555;0.0;0.0;0.05925925925925926;0.03333333333333333;0.03333333333333333;0.05555555555555555;0.040740740740740744;0.0;0.0;0.014814814814814815;0.02962962962962963;0.02962962962962963;0.02962962962962963;0.037037037037037035;0.0;0.0;0.0;0.0;0.0;0.014814814814814815;0.044444444444444446;0.0;0.0;0.003703703703703704;0.018518518518518517;0.007407407407407408;0.037037037037037035;0.02962962962962963;0.0;0.0;0.003703703703703704;0.05185185185185185;0.05925925925925926;0.037037037037037035;0.003703703703703704;0.0;0.2;0.6;1.0;9_dataset_33.png
0.0;0.0;0.03;0.05333333333333334;0.03;0.0;0.0;0.0;0.023333333333333334;0.05;0.04666666666666667;0.05;0.016666666666666666;0.0;0.0;0.03666666666666667;0.05;0.05;0.05333333333333334;0.023333333333333334;0.0;0.0;0.0033333333333333335;0.02666666666666667;0.02666666666666667;0.05333333333333334;0.013333333333333334;0.0;0.0;0.0;0.0;0.0;0.05333333333333334;0.02;0.0;0.0;0.016666666666666666;0.013333333333333334;0.013333333333333334;0.05333333333333334;0.013333333333333334;0.0;0.0;0.03;0.05333333333333334;0.05333333333333334;0.04;0.0033333333333333335;0.0;0.2;0.4;1.0;9_dataset_27.png
0.0;0.0;0.026200873362445413;0.06986899563318777;0.039301310043668124;0.0;0.0;0.0;0.008733624454148471;0.06986899563318777;0.03056768558951965;0.06986899563318777;0.013100436681222707;0.0;0.0;0.0;0.06550218340611354;0.0611353711790393;0.06550218340611354;0.004366812227074236;0.0;0.0;0.0;0.008733624454148471;0.039301310043668124;0.06550218340611354;0.0;0.0;0.0;0.0;0.0;0.0;0.06986899563318777;0.0;0.0;0.0;0.004366812227074236;0.017467248908296942;0.008733624454148471;0.06986899563318777;0.0;0.0;0.0;0.008733624454148471;0.06550218340611354;0.06986899563318777;0.048034934497816595;0.0;0.0;0.2;0.6;1.0;9_dataset_19.png
0.0;0.010830324909747292;0.04693140794223827;0.05776173285198556;0.036101083032490974;0.0;0.0;0.0;0.05415162454873646;0.02888086642599278;0.018050541516245487;0.05776173285198556;0.018050541516245487;0.0;0.0;0.039711191335740074;0.05054151624548736;0.032490974729241874;0.05776173285198556;0.036101083032490974;0.0;0.0;0.0;0.01444043321299639;0.02888086642599278;0.05054151624548736;0.01444043321299639;0.0;0.0;0.0;0.0;0.0;0.04332129963898917;0.02527075812274368;0.0;0.0;0.007220216606498195;0.02527075812274368;0.010830324909747292;0.04332129963898917;0.02888086642599278;0.0;0.0;0.007220216606498195;0.039711191335740074;0.05776173285198556;0.05054151624548736;0.007220216606498195;0.0;0.2;0.6;1.0;9_dataset_31.png
0.0;0.0;0.023346303501945526;0.058365758754863814;0.05058365758754864;0.0;0.0;0.0;0.011673151750972763;0.058365758754863814;0.019455252918287938;0.0622568093385214;0.011673151750972763;0.0;0.0;0.023346303501945526;0.054474708171206226;0.03501945525291829;0.0622568093385214;0.019455252918287938;0.0;0.0;0.0038910505836575876;0.03501945525291829;0.038910505836575876;0.058365758754863814;0.01556420233463035;0.0;0.0;0.0;0.0;0.0;0.04669260700389105;0.019455252918287938;0.0;0.0;0.0;0.01556420233463035;0.01556420233463035;0.054474708171206226;0.027237354085603113;0.0;0.0;0.023346303501945526;0.0622568093385214;0.054474708171206226;0.038910505836575876;0.0;0.0;0.4;0.6;1.0;9_dataset_25.png
0.0;0.0;0.024291497975708502;0.06072874493927125;0.048582995951417005;0.0;0.0;0.0;0.020242914979757085;0.05668016194331984;0.016194331983805668;0.06477732793522267;0.020242914979757085;0.0;0.0;0.032388663967611336;0.05668016194331984;0.048582995951417005;0.06477732793522267;0.024291497975708502;0.0;0.0;0.004048582995951417;0.024291497975708502;0.032388663967611336;0.048582995951417005;0.02834008097165992;0.0;0.0;0.0;0.0;0.0;0.032388663967611336;0.032388663967611336;0.0;0.0;0.0;0.016194331983805668;0.020242914979757085;0.05668016194331984;0.020242914979757085;0.0;0.0;0.016194331983805668;0.06072874493927125;0.048582995951417005;0.020242914979757085;0.0;0.0;0.2;0.6;1.0;9_dataset_24.png
0.0;0.006369426751592357;0.03821656050955414;0.050955414012738856;0.01592356687898089;0.0;0.0;0.0;0.041401273885350316;0.03821656050955414;0.044585987261146494;0.050955414012738856;0.03503184713375796;0.0;0.0;0.04777070063694268;0.041401273885350316;0.04777070063694268;0.050955414012738856;0.022292993630573247;0.0;0.0;0.006369426751592357;0.025477707006369428;0.025477707006369428;0.050955414012738856;0.006369426751592357;0.0;0.0;0.0;0.0;0.0;0.04777070063694268;0.01910828025477707;0.0;0.0;0.01592356687898089;0.01592356687898089;0.012738853503184714;0.044585987261146494;0.025477707006369428;0.0;0.0;0.025477707006369428;0.050955414012738856;0.050955414012738856;0.03821656050955414;0.006369426751592357;0.0;0.2;0.4;1.0;9_dataset_30.png
0.0;0.0;0.040268456375838924;0.053691275167785234;0.016778523489932886;0.0;0.0;0.0;0.026845637583892617;0.050335570469798654;0.0436241610738255;0.053691275167785234;0.016778523489932886;0.0;0.0;0.040268456375838924;0.03355704697986577;0.02348993288590604;0.053691275167785234;0.02348993288590604;0.0;0.0;0.02348993288590604;0.053691275167785234;0.053691275167785234;0.053691275167785234;0.0;0.0;0.0;0.0;0.0;0.003355704697986577;0.053691275167785234;0.013422818791946308;0.0;0.0;0.003355704697986577;0.020134228187919462;0.02348993288590604;0.053691275167785234;0.013422818791946308;0.0;0.0;0.02348993288590604;0.053691275167785234;0.050335570469798654;0.026845637583892617;0.0;0.0;0.2;0.6;1.0;9_dataset_18.png
